INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('90595699693', 'Ellen', 'Dolton', '90595699693', '90595699693@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('99357630726', 'Rich', 'Tierney', '99357630726', '99357630726@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('99372461176', 'Maryann', 'Prevost', '99372461176', '99372461176@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('99388435555', 'Hanna', 'Martin', '99388435555', '99388435555@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('99400682376', 'Louetta', 'Ewing', '99400682376', '99400682376@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('99404821915', 'Eulalia', 'Bellamy', '99404821915', '99404821915@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('99425417747', 'Delmar', 'Patton', '99425417747', '99425417747@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('99458670834', 'Lacy', 'Froggett', '99458670834', '99458670834@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('99482657579', 'Wellington', 'Thonon', '99482657579', '99482657579@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('99486875748', 'Adelle', 'Taylor', '99486875748', '99486875748@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('99499220879', 'Gilbert', 'Sawyer', '99499220879', '99499220879@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('99509001061', 'Elizabeth', 'Boulton', '99509001061', '99509001061@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('99526850029', 'Dovie', 'Ashbrook', '99526850029', '99526850029@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('99529269665', 'Manson', 'Jarrold', '99529269665', '99529269665@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('99536628101', 'Rella', 'Douglas', '99536628101', '99536628101@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('99543242044', 'Sheppard', 'Ellingham', '99543242044', '99543242044@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('99564076279', 'Delia', 'Hirst', '99564076279', '99564076279@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('99582889867', 'Commodore', 'Dover', '99582889867', '99582889867@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('99586845926', 'Vance', 'Leeming', '99586845926', '99586845926@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('99587422585', 'Hope', 'Harlow', '99587422585', '99587422585@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('99637277841', 'Sylvia', 'Moon', '99637277841', '99637277841@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('99677262105', 'Ambrose', 'Nason', '99677262105', '99677262105@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('99678867670', 'Loren', 'Pitts', '99678867670', '99678867670@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('99680285299', 'Isreal', 'Mansfield', '99680285299', '99680285299@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('99681895824', 'Hannah', 'Tomlin', '99681895824', '99681895824@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('99685441683', 'Leah', 'Godden', '99685441683', '99685441683@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('99686597204', 'Margery', 'Winstanley', '99686597204', '99686597204@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('80450260926', 'Delia', 'Grinham', '80450260926', '80450260926@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('80457280438', 'Daniel', 'Floyd', '80457280438', '80457280438@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('80482253156', 'Nicholas', 'Ness', '80482253156', '80482253156@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('80485609383', 'Hoy', 'Tucker', '80485609383', '80485609383@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('80493853592', 'Curtis', 'Broadley', '80493853592', '80493853592@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('80508879862', 'Concepcion', 'Down', '80508879862', '80508879862@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('80568682825', 'Lemma', 'Doran', '80568682825', '80568682825@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('80583680594', 'Iona', 'Etherton', '80583680594', '80583680594@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('80586060924', 'Vinnie', 'Kerby', '80586060924', '80586060924@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('80591467965', 'Charlotte', 'Turton', '80591467965', '80591467965@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('80595857317', 'Dee', 'Liddell', '80595857317', '80595857317@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('80628487120', 'Cliff', 'Dalby', '80628487120', '80628487120@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('80628556046', 'Winston', 'Salisbury', '80628556046', '80628556046@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('80647201766', 'Letha', 'Lobb', '80647201766', '80647201766@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('80660070111', 'Dillie', 'Clayton', '80660070111', '80660070111@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('80660474467', 'Electa', 'Newland', '80660474467', '80660474467@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('80677402522', 'Major', 'Flett', '80677402522', '80677402522@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('80708210925', 'Lella', 'Mclean', '80708210925', '80708210925@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('80743890690', 'Edward', 'Geeson', '80743890690', '80743890690@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('80752875477', 'Barbara', 'Villis', '80752875477', '80752875477@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('80767276504', 'Eliza', 'Docherty', '80767276504', '80767276504@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('80772472700', 'Lucina', 'Ravenscroft', '80772472700', '80772472700@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('80782698840', 'Alphonso', 'Chance', '80782698840', '80782698840@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('80784099888', 'Henry', 'Vicary', '80784099888', '80784099888@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('80796641295', 'Alec', 'Lilly', '80796641295', '80796641295@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('80803079353', 'Burt', 'Vickars', '80803079353', '80803079353@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('80810453531', 'Emil', 'Mather', '80810453531', '80810453531@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('80843296636', 'Donna', 'Purkis', '80843296636', '80843296636@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('80855871855', 'Matt', 'Marks', '80855871855', '80855871855@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('80867047655', 'Margie', 'Althoff', '80867047655', '80867047655@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('80876897271', 'Hervey', 'Singleton', '80876897271', '80876897271@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('80877280939', 'Laura', 'Hedley', '80877280939', '80877280939@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('80881434932', 'Nolia', 'Langston', '80881434932', '80881434932@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('80883876398', 'Aden', 'Kenley', '80883876398', '80883876398@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('80886832613', 'Eugenia', 'Bowman', '80886832613', '80886832613@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('80886898485', 'Sandy', 'Trattles', '80886898485', '80886898485@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('80894801899', 'Elbert', 'Nuttall', '80894801899', '80894801899@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('80905038121', 'Burl', 'Shand', '80905038121', '80905038121@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('80921281236', 'Florida', 'Curtis', '80921281236', '80921281236@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('80921460620', 'Lynn', 'Ansell', '80921460620', '80921460620@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('80929041084', 'Olaf', 'Eddison', '80929041084', '80929041084@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('80947298595', 'Molly', 'Levett', '80947298595', '80947298595@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('80949441217', 'Garfield', 'Yeatman', '80949441217', '80949441217@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('80952411707', 'Bridget', 'Moon', '80952411707', '80952411707@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('80975056844', 'Albertine', 'Kewley', '80975056844', '80975056844@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('80978610208', 'Wilbert', 'Sherman', '80978610208', '80978610208@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('81020848219', 'Nellie', 'Dowling', '81020848219', '81020848219@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('81029213829', 'Sam', 'Wheatcroft', '81029213829', '81029213829@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('81033883344', 'Annabelle', 'Lumley', '81033883344', '81033883344@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('81053030825', 'Reta', 'Wakefield', '81053030825', '81053030825@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('81109018140', 'Luvenia', 'Thorndyke', '81109018140', '81109018140@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('81110232087', 'Wilhelmina', 'Ecclestone', '81110232087', '81110232087@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('81134214636', 'Wilhelm', 'Hopwood', '81134214636', '81134214636@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('81134885031', 'Viola', 'Ellans', '81134885031', '81134885031@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('81139228846', 'Lavinia', 'Openshaw', '81139228846', '81139228846@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('81147216110', 'Drucilla', 'Nolan', '81147216110', '81147216110@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('81152136630', 'Ashley', 'Aitken', '81152136630', '81152136630@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('81165241950', 'Osa', 'Grivet', '81165241950', '81165241950@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('81165254938', 'Verdie', 'Arnold', '81165254938', '81165254938@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('81178471986', 'Margarette', 'Elder', '81178471986', '81178471986@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('81212629258', 'Eldridge', 'Knott', '81212629258', '81212629258@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('81221229107', 'Permelia', 'Mcintosh', '81221229107', '81221229107@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('81223080982', 'Lavenia', 'Logan', '81223080982', '81223080982@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('81236482255', 'Harman', 'West', '81236482255', '81236482255@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('81263641502', 'Duncan', 'Gunby', '81263641502', '81263641502@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('81301274967', 'Helene', 'Hepburn', '81301274967', '81301274967@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('81304605460', 'Ernest', 'Enticott', '81304605460', '81304605460@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('81305061003', 'Tilda', 'Heatley', '81305061003', '81305061003@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('81340805251', 'Jewel', 'Jury', '81340805251', '81340805251@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('81418269804', 'Bernhard', 'Thonon', '81418269804', '81418269804@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('81432636376', 'Lafayette', 'Ferry', '81432636376', '81432636376@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('81439867216', 'Colonel', 'Lovett', '81439867216', '81439867216@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('81443628640', 'Linda', 'Schmid', '81443628640', '81443628640@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('81444412399', 'Matilda', 'Kingman', '81444412399', '81444412399@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('81445699319', 'Math', 'Trinder', '81445699319', '81445699319@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('81464453681', 'Bird', 'Newcombe', '81464453681', '81464453681@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('81470008319', 'Author', 'Cameron', '81470008319', '81470008319@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('81488811587', 'Lona', 'Hindle', '81488811587', '81488811587@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('81522018172', 'Juana', 'Bryan', '81522018172', '81522018172@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('81558468392', 'Mollie', 'Paisley', '81558468392', '81558468392@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('81589073495', 'Etta', 'Gutteridge', '81589073495', '81589073495@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('81605075946', 'Roger', 'Parkinson', '81605075946', '81605075946@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('81613820453', 'Dave', 'Robbins', '81613820453', '81613820453@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('81616561090', 'Francis', 'Roper', '81616561090', '81616561090@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('81661667065', 'Logan', 'Wong', '81661667065', '81661667065@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('81670098300', 'Orin', 'Clark', '81670098300', '81670098300@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('81677429122', 'Sophie', 'Banner', '81677429122', '81677429122@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('81682973366', 'Orville', 'Drummond', '81682973366', '81682973366@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('81683401588', 'Daisey', 'Fernyhough', '81683401588', '81683401588@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('81683652031', 'Raoul', 'Rodger', '81683652031', '81683652031@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('81702460328', 'Claudie', 'Burnett', '81702460328', '81702460328@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('81730408154', 'Obed', 'Gamble', '81730408154', '81730408154@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('81753297907', 'Ernst', 'Kenneth', '81753297907', '81753297907@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('81762663993', 'Addie', 'Downs', '81762663993', '81762663993@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('81765414852', 'Juliet', 'Kacy', '81765414852', '81765414852@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('81844478770', 'Alva', 'Damon', '81844478770', '81844478770@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('81860024852', 'Adela', 'Earley', '81860024852', '81860024852@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('81867875427', 'June', 'Carey', '81867875427', '81867875427@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('81876448786', 'Cloyd', 'Beaumont', '81876448786', '81876448786@mail.com');
INSERT INTO ogrenci (TC_NO, ISIM, SOYISIM, TEL_NO, E_POSTA) VALUES ('81885420178', 'Ila', 'Number', '81885420178', '81885420178@mail.com');
